"STT","Folder","ID","Tay T (trai)/P (phai)/2 (ca 2 tay)"
No. 1992,train1,3595,T
No. 1993,train1,3596,T
No. 1994,train1,3597,T
No. 1995,train1,3598,T
No. 1996,train1,3599,T
No. 1997,train1,3600,T
No. 1998,train1,3601,T
No. 1999,train1,3602,T
No. 2000,train1,3604,T
No. 2001,train1,3606,T
No. 2002,train1,3607,T
No. 2003,train1,3609,T
No. 2004,train1,3610,T
No. 2005,train1,3611,T
No. 2006,train1,3612,T
No. 2007,train1,3613,T
No. 2008,train1,3614,P
No. 2009,train1,3615,T
No. 2010,train1,3616,T
No. 2011,train1,3617,T
No. 2012,train1,3618,T
No. 2013,train1,3619,T
No. 2014,train1,3621,T
No. 2015,train1,3622,T
No. 2016,train1,3623,T
No. 2017,train1,3624,T
No. 2018,train1,3627,T
No. 2019,train1,3628,T
No. 2020,train1,3630,T
No. 2021,train1,3631,T
No. 2022,train1,3632,T
No. 2023,train1,3633,T
No. 2024,train1,3634,T
No. 2025,train1,3635,P
No. 2026,train1,3636,T
No. 2027,train1,3637,T
No. 2028,train1,3638,T
No. 2029,train1,3639,T
No. 2030,train1,3641,T
No. 2031,train1,3642,T
No. 2032,train1,3643,T
No. 2033,train1,3644,T
No. 2034,train1,3645,T
No. 2035,train1,3646,T
No. 2036,train1,3648,T
No. 2037,train1,3649,T
No. 2038,train1,3650,T
No. 2039,train1,3651,T
No. 2040,train1,3652,T
No. 2041,train1,3653,T
No. 2042,train1,3654,T
No. 2043,train1,3655,T
No. 2044,train1,3656,T
No. 2045,train1,3657,T
No. 2046,train1,3658,T
No. 2047,train1,3660,T
No. 2048,train1,3661,T
No. 2049,train1,3662,T
No. 2050,train1,3663,T
No. 2051,train1,3664,T
No. 2052,train1,3665,T
No. 2053,train1,3666,T
No. 2054,train1,3667,T
No. 2055,train1,3668,T
No. 2056,train1,3669,T
No. 2057,train1,3670,T
No. 2058,train1,3671,T
No. 2059,train1,3672,T
No. 2060,train1,3673,T
No. 2061,train1,3674,T
No. 2062,train1,3675,T
No. 2063,train1,3676,T
No. 2064,train1,3677,T
No. 2065,train1,3678,T
No. 2066,train1,3679,T
No. 2067,train1,3680,T
No. 2068,train1,3681,T
No. 2069,train1,3682,T
No. 2070,train1,3684,T
No. 2071,train1,3685,T
No. 2072,train1,3686,T
No. 2073,train1,3687,T
No. 2074,train1,3688,T
No. 2075,train1,3689,T
No. 2076,train1,3690,T
No. 2077,train1,3691,T
No. 2078,train1,3692,T
No. 2079,train1,3693,T
No. 2080,train1,3694,T
No. 2081,train1,3695,T
No. 2082,train1,3696,T
No. 2083,train1,3697,T
No. 2084,train1,3698,T
No. 2085,train1,3700,T
No. 2086,train1,3701,T
No. 2087,train1,3702,T
No. 2088,train1,3703,P
No. 2089,train1,3704,T
No. 2090,train1,3705,T
No. 2091,train1,3706,T
No. 2092,train1,3707,T
No. 2093,train1,3708,T
No. 2094,train1,3709,T
No. 2095,train1,3710,T
No. 2096,train1,3711,T
No. 2097,train1,3712,T
No. 2098,train1,3713,T
No. 2099,train1,3714,T
No. 2100,train1,3715,T
No. 2101,train1,3716,T
No. 2102,train1,3717,T
No. 2103,train1,3718,T
No. 2104,train1,3719,T
No. 2105,train1,3720,T
No. 2106,train1,3721,T
No. 2107,train1,3722,T
No. 2108,train1,3723,T
No. 2109,train1,3724,T
No. 2110,train1,3725,T
No. 2111,train1,3726,T
No. 2112,train1,3728,T
No. 2113,train1,3729,T
No. 2114,train1,3730,T
No. 2115,train1,3731,T
No. 2116,train1,3732,T
No. 2117,train1,3734,T
No. 2118,train1,3735,T
No. 2119,train1,3736,T
No. 2120,train1,3737,T
No. 2121,train1,3738,T
No. 2122,train1,3739,T
No. 2123,train1,3740,T
No. 2124,train1,3741,T
No. 2125,train1,3742,T
No. 2126,train1,3743,T
No. 2127,train1,3744,T
No. 2128,train1,3745,T
No. 2129,train1,3746,T
No. 2130,train1,3747,T
No. 2131,train1,3748,T
No. 2132,train1,3749,T
No. 2133,train1,3750,T
No. 2134,train1,3751,T
No. 2135,train1,3752,P
No. 2136,train1,3753,T
No. 2137,train1,3754,T
No. 2138,train1,3755,T
No. 2139,train1,3756,T
No. 2140,train1,3757,T
No. 2141,train1,3758,T
No. 2142,train1,3759,T
No. 2143,train1,3760,T
No. 2144,train1,3763,T
No. 2145,train1,3764,T
No. 2146,train1,3765,T
No. 2147,train1,3766,T
No. 2148,train1,3767,T
No. 2149,train1,3768,T
No. 2150,train1,3770,T
No. 2151,train1,3771,T
No. 2152,train1,3772,T
No. 2153,train1,3773,P
No. 2154,train1,3775,T
No. 2155,train1,3776,T
No. 2156,train1,3777,T
No. 2157,train1,3778,T
No. 2158,train1,3779,P
No. 2159,train1,3780,T
No. 2160,train1,3781,T
No. 2161,train1,3782,T
No. 2162,train1,3783,T
No. 2163,train1,3784,T
No. 2164,train1,3785,T
No. 2165,train1,3786,T
No. 2166,train1,3787,T
No. 2167,train1,3788,T
No. 2168,train1,3789,T
No. 2169,train1,3790,T
No. 2170,train1,3791,T
No. 2171,train1,3792,T
No. 2172,train1,3793,T
No. 2173,train1,3794,T
No. 2174,train1,3796,T
No. 2175,train1,3797,T
No. 2176,train1,3798,T
No. 2177,train1,3799,T
No. 2178,train1,3800,T
No. 2179,train1,3801,T
No. 2180,train1,3802,T
No. 2181,train1,3803,T
No. 2182,train1,3804,T
No. 2183,train1,3805,T
No. 2184,train1,3806,T
No. 2185,train1,3807,T
No. 2186,train1,3808,T
No. 2187,train1,3809,T
No. 2188,train1,3810,T
No. 2189,train1,3811,T
No. 2190,train1,3812,T
No. 2191,train1,3813,T
No. 2192,train1,3815,T
No. 2193,train1,3816,P
No. 2194,train1,3817,T
No. 2195,train1,3818,T
No. 2196,train1,3819,T
No. 2197,train1,3820,T
No. 2198,train1,3821,T
No. 2199,train1,3822,T
No. 2200,train1,3823,T
No. 2201,train1,3824,T
No. 2202,train1,3825,T
No. 2203,train1,3826,T
No. 2204,train1,3827,T
No. 2205,train1,3828,P
No. 2206,train1,3829,T
No. 2207,train1,3830,T
No. 2208,train1,3831,T
No. 2209,train1,3832,T
No. 2210,train1,3833,T
No. 2211,train1,3835,T
No. 2212,train1,3836,T
No. 2213,train1,3837,T
No. 2214,train1,3838,T
No. 2215,train1,3839,T
No. 2216,train1,3840,T
No. 2217,train1,3843,T
No. 2218,train1,3844,T
No. 2219,train1,3845,T
No. 2220,train1,3846,T
No. 2221,train1,3847,T
No. 2222,train1,3848,T
No. 2223,train1,3849,T
No. 2224,train1,3850,T
No. 2225,train1,3851,T
No. 2226,train1,3854,T
No. 2227,train1,3855,T
No. 2228,train1,3856,T
No. 2229,train1,3858,T
No. 2230,train1,3859,T
No. 2231,train1,3860,T
No. 2232,train1,3861,T
No. 2233,train1,3863,T
No. 2234,train1,3864,T
No. 2235,train1,3865,P
No. 2236,train1,3866,T
No. 2237,train1,3867,T
No. 2238,train1,3870,T
No. 2239,train1,3871,T
No. 2240,train1,3872,T
No. 2241,train1,3873,T
No. 2242,train1,3874,T
No. 2243,train1,3875,T
No. 2244,train1,3876,T
No. 2245,train1,3877,T
No. 2246,train1,3878,T
No. 2247,train1,3880,L
No. 2248,train1,3881,T
No. 2249,train1,3882,T
No. 2250,train1,3883,L
No. 2251,train1,3884,L
No. 2252,train1,3885,L
No. 2253,train1,3886,T
No. 2254,train1,3887,T
No. 2255,train1,3888,T
No. 2256,train1,3889,T
No. 2257,train1,3890,T
No. 2258,train1,3891,T
No. 2259,train1,3892,T
No. 2260,train1,3893,T
No. 2261,train1,3894,T
No. 2262,train1,3896,T
No. 2263,train1,3897,T
No. 2264,train1,3898,T
No. 2265,train1,3899,L
No. 2266,train1,3900,T
No. 2267,train1,3901,T
No. 2268,train1,3902,T
No. 2269,train1,3903,T
No. 2270,train1,3904,T
No. 2271,train1,3905,T
No. 2272,train1,3906,T
No. 2273,train1,3907,T
No. 2274,train1,3908,T
No. 2275,train1,3909,T
No. 2276,train1,3910,T
No. 2277,train1,3911,T
No. 2278,train1,3912,T
No. 2279,train1,3913,T
No. 2280,train1,3914,T
No. 2281,train1,3915,T
No. 2282,train1,3916,T
No. 2283,train1,3917,T
No. 2284,train1,3918,T
No. 2285,train1,3919,T
No. 2286,train1,3920,T
No. 2287,train1,3921,T
No. 2288,train1,3922,T
No. 2289,train1,3923,T
No. 2290,train1,3924,T
No. 2291,train1,3925,T
No. 2292,train1,3926,P
No. 2293,train1,3927,T
No. 2294,train1,3928,P
No. 2295,train1,3929,T
No. 2296,train1,3930,T
No. 2297,train1,3931,L
No. 2298,train1,3933,T
No. 2299,train1,3934,T
No. 2300,train1,3935,T
No. 2301,train1,3936,T
No. 2302,train1,3937,T
No. 2303,train1,3938,T
No. 2304,train1,3939,T
No. 2305,train1,3940,T
No. 2306,train1,3941,T
No. 2307,train1,3942,T
No. 2308,train1,3943,T
No. 2309,train1,3945,T
No. 2310,train1,3946,T
No. 2311,train1,3949,T
No. 2312,train1,3950,T
No. 2313,train1,3951,T
No. 2314,train1,3952,T
No. 2315,train1,3953,T
No. 2316,train1,3955,T
No. 2317,train1,3956,T
No. 2318,train1,3957,T
No. 2319,train1,3958,T
No. 2320,train1,3959,T
No. 2321,train1,3960,T
No. 2322,train1,3961,T
No. 2323,train1,3962,T
No. 2324,train1,3963,T
No. 2325,train1,3964,L
No. 2326,train1,3966,T
No. 2327,train1,3967,T
No. 2328,train1,3968,T
No. 2329,train1,3969,T
No. 2330,train1,3970,T
No. 2331,train1,3971,T
No. 2332,train1,3972,T
No. 2333,train1,3973,T
No. 2334,train1,3974,T
No. 2335,train1,3975,T
No. 2336,train1,3976,T
No. 2337,train1,3977,T
No. 2338,train1,3978,T
No. 2339,train1,3979,T
No. 2340,train1,3980,T
No. 2341,train1,3981,T
No. 2342,train1,3983,T
No. 2343,train1,3984,T
No. 2344,train1,3985,T
No. 2345,train1,3986,T
No. 2346,train1,3987,T
No. 2347,train1,3988,T
No. 2348,train1,3989,T
No. 2349,train1,3990,T
No. 2350,train1,3991,T
No. 2351,train1,3992,T
No. 2352,train1,3993,T
No. 2353,train1,3994,T
No. 2354,train1,3995,T
No. 2355,train1,3996,T
No. 2356,train1,3997,T
No. 2357,train1,3998,T
No. 2358,train1,3999,L
No. 2359,train1,4000,T
No. 2360,train1,4001,T
No. 2361,train1,4002,T
No. 2362,train1,4003,T
No. 2363,train1,4004,L
No. 2364,train1,4005,T
No. 2365,train1,4007,T
No. 2366,train1,4008,T
No. 2367,train1,4010,T
No. 2368,train1,4011,T
No. 2369,train1,4012,T
No. 2370,train1,4013,T
No. 2371,train1,4014,T
No. 2372,train1,4015,T
No. 2373,train1,4016,T
No. 2374,train1,4017,T
No. 2375,train1,4018,T
No. 2376,train1,4019,T
No. 2377,train1,4020,T
No. 2378,train1,4021,T
No. 2379,train1,4023,T
No. 2380,train1,4024,T
No. 2381,train1,4026,T
No. 2382,train1,4027,T
No. 2383,train1,4028,T
No. 2384,train1,4029,T
No. 2385,train1,4030,T
No. 2386,train1,4031,T
No. 2387,train1,4032,T
No. 2388,train1,4033,T
No. 2389,train1,4034,T
No. 2390,train1,4035,T
No. 2391,train1,4036,T
No. 2392,train1,4037,T
No. 2393,train1,4038,T
No. 2394,train1,4040,T
No. 2395,train1,4041,T
No. 2396,train1,4042,T
No. 2397,train1,4043,T
No. 2398,train1,4044,T
No. 2399,train1,4045,T
No. 2400,train1,4046,T
No. 2401,train1,4047,P
No. 2402,train1,4048,T
No. 2403,train1,4049,T
No. 2404,train1,4050,T
No. 2405,train1,4052,T
No. 2406,train1,4053,T
No. 2407,train1,4054,T
No. 2408,train1,4055,T
No. 2409,train1,4056,T
No. 2410,train1,4057,T
No. 2411,train1,4058,T
No. 2412,train1,4059,T
No. 2413,train1,4060,T
No. 2414,train1,4062,T
No. 2415,train1,4063,T
No. 2416,train1,4064,P
No. 2417,train1,4065,T
No. 2418,train1,4066,T
No. 2419,train1,4067,L
No. 2420,train1,4068,T
No. 2421,train1,4069,T
No. 2422,train1,4071,T
No. 2423,train1,4072,T
No. 2424,train1,4073,T
No. 2425,train1,4074,T
No. 2426,train1,4075,T
No. 2427,train1,4076,T
No. 2428,train1,4077,T
No. 2429,train1,4078,T
No. 2430,train1,4079,T
No. 2431,train1,4080,T
No. 2432,train1,4081,T
No. 2433,train1,4082,T
No. 2434,train1,4083,T
No. 2435,train1,4084,T
No. 2436,train1,4085,T
No. 2437,train1,4087,T
No. 2438,train1,4089,P
No. 2439,train1,4090,T
No. 2440,train1,4091,T
No. 2441,train1,4092,T
No. 2442,train1,4093,T
No. 2443,train1,4094,T
No. 2444,train1,4096,T
No. 2445,train1,4097,T
No. 2446,train1,4098,T
No. 2447,train1,4099,T
No. 2448,train1,4100,T
No. 2449,train1,4101,T
No. 2450,train1,4102,T
No. 2451,train1,4103,T
No. 2452,train1,4104,T
No. 2453,train1,4105,T
No. 2454,train1,4106,T
No. 2455,train1,4107,T
No. 2456,train1,4108,T
No. 2457,train1,4109,T
No. 2458,train1,4110,T
No. 2459,train1,4111,T
No. 2460,train1,4112,T
No. 2461,train1,4113,T
No. 2462,train1,4114,T
No. 2463,train1,4115,T
No. 2464,train1,4116,T
No. 2465,train1,4117,T
No. 2466,train1,4118,T
No. 2467,train1,4120,T
No. 2468,train1,4121,T
No. 2469,train1,4122,T
No. 2470,train1,4123,T
No. 2471,train1,4124,T
No. 2472,train1,4126,T
No. 2473,train1,4128,T
No. 2474,train1,4129,T
No. 2475,train1,4130,T
No. 2476,train1,4131,T
No. 2477,train1,4132,T
No. 2478,train1,4133,T
No. 2479,train1,4134,T
No. 2480,train1,4135,T
No. 2481,train1,4136,T
No. 2482,train1,4137,T
No. 2483,train1,4138,T
No. 2484,train1,4139,T
No. 2485,train1,4140,T
No. 2486,train1,4141,T
No. 2487,train1,4142,T
No. 2488,train1,4143,T
No. 2489,train1,4144,T
No. 2490,train1,4145,T
No. 2491,train1,4146,T
No. 2492,train1,4147,T
No. 2493,train1,4148,T
No. 2494,train1,4149,T
No. 2495,train1,4150,T
No. 2496,train1,4151,T
No. 2497,train1,4152,T
No. 2498,train1,4153,T
No. 2499,train1,4154,T
No. 2500,train1,4155,T
